Id;anno;Abstract
395;1982;This article analyzes participation rates in new religious and para-religious movements, as indicated by surveys administered in Montreal in 1975 and 1980. When these movements are broadly defined to include various charismatic and semi-religious therapy and martial arts groups, then the survey data indicate both a comparative high rate of participation but also a remarkably high rate for dropping out of these movements. The average participant associates for a while with these movements, often as a peripheral adherent, and then drops out. The article analyzes the kinds of groups persons are most likely to have participated in, and some of the characteristic features of participants.
396;1982;This article demonstrates the value for the sociology of religion of data in the original manuscript schedules of the United States census. In so doing it presents previously unknown rich information on the changing demographic structure of the Shaker communities, significant for evaluating theories of the fates of utopian experiments. To begin with, we report the first good population statistics for twenty-two Shaker colonies at four points in time: 1840, 1860, 1880, and 1900. Data on ethnic origins and occupations give a picture of the Shakers and their economic activities. The main analysis focuses on the changing age structure and sex ratio, providing new insights into patterns of recruitment, defection, and the gradual decline of this utopian sect. In conclusion, we propose a wide range of future research projects which can be done in microfilm archives of the original census documents.
397;1982;"This paper examines the role of the Christian Right in the 1980 presidential election. Throughout the campaign the media reported that this movement was a major political development, and its members would be an important source of votes for Ronald Reagan. However, interviews with residents of ""Middletown,"" who voted for the major presidential candidates in almost the same proportions as was the case nationwide, revealed that disproportionate support for Reagan did not come from the Christian Right but from conservatives of high education (traditional Republicans) and from people who considered controlling inflation to be the most important issue in the election. A discussion of why religion, and religious fundamentalism in particular, does not play a significant role in American politics is then presented."
398;1982;This paper provides a summary of Hjalmar Sundén's role-taking theory, and then applies the theory to two crises in Newman's life, both involving his relationships with Oxford mentors.
399;1982;"This study explores the structure and measurement of non-convention religious beliefs. Items were written so as to represent systematically major classifications of the domain, and compiled with Law's (1974) Inventory of Personal Beliefs, which covered Christian Beliefs together with Ways to Live (derived from Morris, 1956). One hundred and eighty subjects, representing selected criterion groups, completed the resulting inventory; factor analyses of the responses to each of the three item sets produced five Non-Conventional Beliefs factors, three Christian Beliefs factors; and five Ways to Live factors. In view of the necessity of understanding the structure of religious beliefs and measuring the major variables as an important preliminary step in the psychology of religion, we submit that the Non-Conventional Beliefs items form a worthwhile addition to the Inventory of Personal Beliefs, making it a useful tool for further research in this area."
400;1982;This study, based on interviews, analyzes the changes that have occurred in the evolution of the Black Muslim movement to Sunni orthodoxy, the American Muslim Mission led by Mujeddid Wallace Deen Muhammad. It also examines the rise and growth of a countermovement, the resurrected Nation of Islam, led by Minister Louis Farrakhan. A Weberian framework is employed to understand the schism in the movement in relation to socio-economic changes that have occurred during the past 50 years. The argument is that the Black Muslim work ethic and morality have produced the unintended consequence of changing a predominantly lower-class movement into a middle-class one. This change in class status produced favorable conditions for changes in ideology. A case is made for a growing class split between Wallace's predominantly middle-class American Muslim movment and Farrakhan's lower-class Nation of Islam.
401;1982;"Three studies investigated the possibility of experimenter effects influencing the results of questionnaire and interview studies of religious attitudes. The first involved two experimenters playing the role of a priest and layman respectively, who administered a questionnaire on religious attitudes to first-year sociology students (primarily Roman Catholics). A second study involved altering information on a covering sheet of a questionnaire such that each (approximate) quarter of the sample of summer university students believed that the research was directed/sponsored by: a priest/Roman Catholic group; a minister/Protestant group; a professor/university group; or an untitled male/undergraduate student group. In the third study 52 students from Protestant backgrounds were interviewed by either a Protestant minister or a (layman) Professor (actually the same individual). In the first study, just one measure (Allport's intrinsic motivation scale) revealed a significant difference, while in the other two studies, no differences emerged. Results are discussed in terms of the difficulty of interpreting negative findings. It is argued that until experimenter effects in studies on religion are clearly demonstrated, the best approach would seem to be one of skepticism that such effects exist."
402;1982;"To investigate the relation between intense experiences and mysticism, four different methods were used in Finland. These are based on the methods which R. W. Hood has used in USA, and my results and Hood's show great similarities. ""The religious interpretation factor"" has in my material, too, a remarkable penetration. The other factor, ""the general mysticism factor,"" is more difficult to isolate but subsumes experiences implying ego loss, the experience of unity and the emergence into something greater than the individual self. A new interview coding model, situation-influence, gave new perspectives to the affective transformation some of the intensive experiences undergo."
403;1982;"Upon encountering an unconventional belief system, people are often heard to exclaim: ""How could anyone in his right mind believe such nonsense?"" This sentiment is not restricted to the layperson. A more subtle version of it is featured in some of the social scientific literature on religious cults an movements. As such, it gives rise to explanations of cult or movement viability that are premised on an assumption that unconventional religious beliefs are highly vulnerable to everyday experience and therefore inherently fragile. This assumption prompts some scholars to propose the existence of elaborate ""plausibility structures"" that are presumably required to maintain the tenuous beliefs and to protect their respective adherents from cognitive dissonance. This paper challenges the view that unconventional belief systems are necessarily fragile and owe their persistence primarily to the power of plausibility structures. It is also argued that such assumptions can function as barriers to understanding of contemporary religious movements and other unconventional beliefs."
404;1982;"Using a sample of 711 white home-owners drawn from the Dallas-Fort Worth Metroplex in 1981, this investigation examined the relation between media religiosity (i.e., the ""electronic"" church) and various demographic factors as well as its relation with church religiosity, religious orthodoxy, and civil religious sentiments. Consumers of the ""electronic"" church were found to be most likely older, female, blue-collar, long-time Texas residents, with less than college education and more children under the age of six years. Multivariate analysis showed church religiosity to be the best predictor of media religiosity among fundamentalists but religious orthodoxy to be the best predictor among moderates and conservatives. Civil religion was related to media religiosity only among certain moderate denominations' members. Inspection of actual reported viewing indicates that the ""electronic"" church is attracting in general only theologically fundamentalist and conservative Christians who are more interested in religious, as opposed to civil or political, messages."
405;1982;What circumstances permit churches to organize for innovative social change? A recent example of a clergy-led social movement following an industrial crisis in Youngstown, Ohio is examined utilizing a resource mobilization perspective. In this case the local community was mobilized against a predatory conglomerate, using resources from the federal government, the churches and Washington-based economic planners. The movement was able effectively to neutralize possible sources of opposition within the community and within the constituent church organizations.
406;1983;A formulation, general attribution theory, is presented and applied to the problem of God-attribution. Hypothesizing that religious attributions are a function of situational and stylistic factors, the present work deals with event-character and contextual influences which are aspects of the former. Twelve short stories picturing positive or negative social, economic, and medical occurrences varying in importance were written. In our initial experiment, these were administered under personal or impersonal-reference conditions to 135 respondents. The degree to which God was seen as involved in each happening was assessed. A four-factor ANOVA revealed God attributions varied meaningfully with event-domain, positive-negativeness, and event-importance. Significant interactions among these factors and with the personal-impersonal condition were also observed. In our second experiment, an experimental manipulation of a personal-impersonal experimental condition produced evidence that more God attributions result in personal than impersonal circumstances. An attempt to assess the effect of a church vs. a nonchurch context resulted in negative findings and recommends the necessity of making this potential source of influence more salient in future work. The utility of attributional concepts to explain much religious activity is increasingly apparent.
407;1983;"A preliminary theory of death transcendence is proposed that neither assumes that persons are pervasively motivated to ""deny death"" nor that immortality is conceptually or empirically impossible. Using categories from Lifton's work, five cognitive modes of death transcendence are proposed, the creative, nature, biosocial, religious, and mysticism. Scales to measure these modes were devised based on factor analysis of items in a large sample (N = 587). These scales were subsequently correlated with Spilka's Fear of Death scales in one sample (N = 342), and with Spilka's death perspective and the Allport and Ross intrinsic/extrinsic scales in another sample (N = 105). In a final study, interviews with a sample of older adults (N = 39) allowed categorization of participants on each of Lifton's categories and these were correlated with intrinsic/extrinsic religiosity and Spilka's Death perspective scales. In all samples, meaningful patterns of correlations were obtained indicating the usefulness of our preliminary theoretical concerns. A cognitive theory of death transcendence in opposition to widely postulated ""denial"" theories seems fruitful. In addition, the special linkage between cognitive modes of death transcendence and mysticism is discussed."
408;1983;"A study of 3,247 United Church of Christ congregations assessed the explanatory power of numerous factors for growth or decline in 1970-78. Overall decline was 10.4%. Larger churches declined proportionately more than small churches; city churches declined markedly while small town and rural churches remained stable. Recently established churches grew the most. Congregational youthfulness was a key institutional factor; younger congregations grew more. Community contextual factors accounted for 51% of the explained variance in growth or decline, and institutional factors accounted for 49%. Some institutional factors are not changeable by intentional action, and if they are removed, changeable institutional factors accounted for 33% of the variance. It is argued that future researchers should distinguish between two types of institutional factors in order to clarify the current debate over factors in church growth."
409;1983;Beginning with a review of the theoretical and empirical work on invisible religion, the author proceeds to use Canadian national data to identify a number of conventional and unconventional themes which might characterize meaning systems in that country. The extent to which these themes are associated with the immanent level in the form of sphere integration and the ultimate level in the form of answers to ultimate questions is then examined. While many Canadians exhibit highly integrated lives, many do not. Significantly, integration -- when it does appear -- is not highly associated with the posited meaning system themes. Decisive answers to ultimate questions are predictably more common for people with religious versus humanist meaning systems. The author concludes that the assertion that all people have to have meaning systems may be erroneous, with the social scientific search for such systems possibly largely a futile one.
410;1983;Brainwashing and drift models of religious conversion appear contradictory, but each carries a partial truth, and both rely on a faulty model of socialization as internalization. We offer a revised conception of socialization (the creation and incorporation of novices in a group) as a resource for integrating those models and explaining how strong proselytization and weak commitment are joined in cult conversion. Using the new conception to analyze Moonie socialization, we show that their recent success resulted from combining strong social incorporation of converts with weak creation of new belief systems, a pattern which simultaneously fostered strong initial commitment and created blocks to long-term affiliation. Applied to the study of conversion, this concept of socialization suggests new research strategies and generates new questions to be investigated.
411;1983;"Contrary to prevailing paradigms of modernization and secularization, I contend that extremism is the religious norm, and that it is not religious extremism but religious moderation that requires explanation. Relying on impressions from contemporary Judaism, extremism is defined here as the desire to expand the scope, detail and strictness of religious law; social isolation; and the rejection of the surrounding culture. Religious extremism is an impulse or an orientation which, when objectified in persons and institutions, is invariably moderated. Religious moderation can be accounted for by the mixed motivations of religious adherents, either individuals or groups, who temper their ""religious"" impulses in order to achieve ""non-religious"" goals at the individual or communal level. Religious moderation may be a strategy to persuade or convert others, or to protect the religious community itself against a hostile environment. In all instances, moderation is associated with religious prestige and strong communal commitments. The decline of the religious community permits the breakthrough of extremist tendencies. This is facilitated by the decline of the secular culture with which the religious moderates were associated. This theory is applied to two types of Jewish religious extremism in Israel, one anti-nationalist and the other ultra-nationalist in orientation."
412;1983;"Disaffiliation from fast-growing religious organizations has received comparatively little research attention. Yet, all groups do experience some loss of membership either through members leaving to join other religions or through their termination of formal religious involvement altogether. We examine patterns of religious disaffiliation from the Mormon Church by focusing on religious attitudes and behavior of former Mormons and by comparing them with currently affiliated Mormons (both lifelong members and converts) and with members of other major religious groups. The most typical pattern of disaffiliation for Mormons is to ""drop out"" of religious participation altogether. Disaffiliates of all types (including those who switch to another religious faith) exhibit lower levels of religiosity than do both lifelong Mormons and Mormon converts."
413;1983;"Following a brief review of recent literature dealing with the Mary cult, this article focuses on one aspect of that cult: Marian apparitions. Investigation of 50 well-documented apparitions of the Virgin Mary between 1100-1896 and this indicates that 1) Marian apparitions are as likely to occur to males as females; 2) seers are likely to be sexually mature individuals who lack obvious sexual partners; and 3) Italy has always accounted for a disproportionate share of such seers. Following Freud, it is argued that apparitions result from the blocking of sexual impulses. These blocked sexual impulses reactivate infantile impulses long since repressed, and it is these reactivated infantile impulses that determine the content of an apparition. Marian apparitions in particular are produced by the intensification of certain aspects of the Oedipal process. Specifically, males find in the Marian apparitions an ideal way of sublimating their intense sexual desire for the mother, and females find in such apparitions a way of sublimating their sexual desire for the father. This explanation is capable of accounting for all the patterns described previously. However, relative infrequency of Marian apparitions in Spain, which has a family structure similar to that found in Italy, is an anomaly with respect to the interpretation developed here, and that anomaly is discussed. Finally, the interpretation presented here suggests that there should be systematic differences between the Marian apparitions experienced by males and those experienced by females, and those differences do appear in the data."
414;1983;"In recent years, support for the deprogramming of cult converts has come from a small body of research. This study examines one of the better known anti-cult investigations, the Conway and Siegelman claims of deleterious influence resulting from cult affiliation. Using their reported data, there was no statistical support for their claims of ""information disease."" In fact, the only significant correlations that emerged from the data tended to support a ""therapeutic"" view of some cult affiliation."
415;1983;"Participation-observation with four Spiritualist groups uncovered some institutional patterns apparently amenable to the exercise of authority by women: the Spiritualist preference for non-professional helping, of a spiritual and quasi-medical kind, provides a specific alternative to conventional definitions of authority; the role of the seeker offers a more active model for relating to self and to community than the more passive stereotype of femininity; and mediumship as a style of spiritual leadership grants greater initiative to followers than do most models of clerical authority. Maintaining a deviant gender-authority pattern is enhanced by the centrality of mild trance states to worship. Unconventionality, in belief and identity, has positive consequences in defending Spiritualists psychologically from the dominance of patriarchal patterns otherwise in society. These choices, while not obviously radical in themselves, offer resources for establishing and perpetuating a feminine style of religious authority within the movement."
416;1983;Prior research on the linkage between religiosity and self-esteem has produced inconsistent findings. The model tested in this paper suggests that church attendance and other dimensions of religiosity affect both self-esteem and attitudes toward other people. The dependent variables are Rosenberg's Self Esteem and Faith in People (misanthropy) scales. Independent variables include parental social class, family solidarity, measures of personal school achievement, church attendance, and religious preference. Data were collected in 1977 as part of a replication of surveys of the midwestern community of Middletown done by Robert and Helen Lynd in the 1920s. Subjects were randomly selected high school students (Total N = 1,673, but because there were alternate forms of the instrument the actual N for testing the proposed model is about 500). Findings reveal little relationship between religiosity and self-esteem, but church attendance is significantly related to faith in people.
417;1983;Roof's (1972, 1976, 1978) local-cosmopolitan theory of religious commitment is tested using a population of Catholic brothers and nuns living in West Tennessee. The findings provide rather strong support for Roof's theory. Local community reference (localism) had appreciable positive effects on seven religious belief and behavioral variables. Moreover, localism played a role (albeit a limited one) in mediating the effects of education, size of hometown, and length of residence on the religiosity variables. The implications of the findings for the generalizability of the theory are discussed.
418;1983;"Since God is generally viewed as a personal Being in our culture, attributing responsibility to God may follow the same principles as attributing responsibility to any personal source. But, given varying beliefs in God, individual religious differences may also influence attribution. In keeping with the person attribution literature, college students were found to see God as more responsible for extremely good outcomes. But this was true only for those feeling Near God and when outcomes were unlikely rather than likely. Fundamentalists and persons Near God rated God as more responsible than did other people. Only minor support occurred for a ""God of the gaps"" theology. The occurrence of simultaneous attributions to God and people and the impact of beliefs on attributions suggest that the person attribution approach needs broadening."
419;1983;"The ""Religious Orientation"" scale (Allport & Ross, 1967) has been widely used with adults to measure Allport's Extrinsic (E) and Intrinsic (I) religious orientations. Being designed for adults, the existing form is probably not suitable for evaluating religious orientations with children and young adolescents because of the reading comprehension level required. This article presents the development of an ""Age Universal"" form of the Religious Orientation scale. Results indicated that alpha internal reliability coefficients for Age Universal I and E scales are as high as those of the original scales. Correlations between original and rewritten forms of both I and E were as high as they possibly can be given the alpha reliabilities. Further analyses indicate that the Age Universal I-E scale is usable, with certain precautions, with both children (fifth grade and above) and adults."
420;1983;"The assumption that superior growth among Conservative churches since the mid-1960s has included noteworthy recruitment of the unchurched is again examined. Having previously found that over 90% of the 1966-70 additions to twenty Conservative churches in ""the Canadian Bible Belt"" were internal, we return to those same churches in the face of claims that evangelical outreach has accelerated in the 1970s and 80s. While the churches have changed, recruitment patterns have remained largely the same. An analysis of the proselytes reveals that most continue to be young people, recruited through friendship and family ties. Variations in pathway proportions are accounted for by differentiating regional and neighborhood churches, and further taking their ecological environments into account. We conclude that these findings for Canada support the secularization thesis and, rather than being anomalous, are to be expected in all highly industrialized societies."
421;1983;The effect of religion on serious felony crimes has been a neglected area of criminological research. The present investigation performs an exploratory analysis of the impact of Catholicism on forcible rape. Data are collected and analyzed for the fifty states. A theory relating low religious involvement to relatively high crime rates is constructed from the standpoint of Durkheim's social integration theory of deviance. Control variables are introduced from major alternative theories of crime. These include the economic, deterrence, age roles, and urbanization theories of criminal behavior. The results of a multiple regression analysis indicate that controlling for the other variables, the greater the percent Catholic the lower the rate of rape. In addition, an assessment of the beta coefficients found that the religious factor was the condition most closely associated with the variance in forcible rape. This finding is interpreted from the standpoint of the greater sexual regulation found among Catholics in such areas as birth control, premarital sex, and abortion. Such regulation discourages sexual deviancy, including rape. Other factors significantly related to the incidence of rape include the rate of unemployment, extent of urbanization, and a state's rate of alcoholism. The model explains 55 percent of the variance in rape.
422;1983;"The major question addressed in this paper is why people have a favorable attitude toward the moral majority. The theoretical model predicted that moral majority support would be positively related to having a Christian Right orientation, to being opposed to change, and to watching religious television; in turn, it was predicted that the latter three variables would be negatively related to modernity characteristics. Data came from a stratified, staged-random sample of residents of the SMSA containing Muncie, Indiana, the Lynd's ""Middletown"" (N = 281). It was found that moral majority support had three independent sources: 1) persuasion via religious television; 2) a cultural fundamentalist attitude stressing continuation of the status quo; and 3) advocacy of the Christian Right perspective. Two of these factors are negatively related to modernity variables suggesting long-term decline in support for the moral majority."
423;1983;The religious geography of America is characterized by an east-west split. Metropolitan church membership rates in the Mountain and Pacific states are substantially lower than in the rest of the country. This paper accounts for this difference by developing two opposing models of community structure. The linear development model predicts that urbanization and population density are negatively associated with metropolitan church membership rates. The systemic model predicts that population instability and migration are more important determinants of community religious commitment. Analysis shows that migration variables are more important in predicting church commitment. Further, when regional rates are adjusted for migration, the regional differences in church membership are greatly reduced.
424;1983;This paper reconsiders the impact of religion on suicide, a topic first raised by Durkheim in 1897. We look first at Durkheim's argument and find it inconsistent and unconvincing. Moreover, we find that for a scholar revered as a founding father of the sociology of religion, Durkheim was amazingly uninformed and misleading about elementary features of religion in 19th century Europe. We then empirically test Durkheim's major assertions using contemporary data for American SMSAs. We find a potent religious effect, but no denominational differences. That is, high rates of church membership are associated with low suicide rates, whether those members mainly are Protestants or Catholics. We do find support for Durkheim's claim that a lack of social integration produces suicide. But, contrary to Durkheim, religious effects cannot be reduced to those of social integration -- with integration controlled powerful religious effects persist. In a postscript we integrate our work with that of Whitney Pope (1976), whose devastating critique of Durkheim even cast doubt on the existence of differential Prostestant-Catholic suicide rates in 19th century Europe. Pope's position is not only strongly supported by the findings we report here, but also by other work we have done using American data from as long ago as 1906.
425;1983;This study analyzes two Caribbean pilgrimage types: fixed and flexible. Fixed pilgrimages (pilgrimages with specific destinations) are represented by the annual pilgrimage to Saut d'Eau in Haiti. Flexible pilgrimages (pilgrimages without specific destinations) are represented by the journeys sponsored by an indigenous Caribbean religion, the Spiritual Baptists of Trinidad. Both fixed and flexible pilgrimages may be found throughout the Caribbean region, but on each Caribbean island a particular type of pilgrimage dominates. Differences in pilgrimage types reflect attitudes toward the land, mobility of the gods, and national sentiments. Attitudes toward the land, however, was found to be the most important factor. This study concludes that fixed pilgrimages, such as the annual pilgrimage to Saut d'Eau, fit the model of pilgrimage behavior developed by Victor Turner, but that flexible pilgrimages, such as Spiritual Baptist journeys in Trinidad, do not fit Turner's model.
426;1983;"This study employs the exchange and phenomenological perspectives in social theory to develop an empirical and analytical account of the relationship between religious commitment and parental adjustment following childhood death. This was accomplished in two ways: 1) by exploring the influence of religious commitment on bereavement adjustment as well as changes in commitment resulting from religion's effectiveness as a source of comfort; and 2) by examining the nature and effectiveness of theodicies constructed by parents to explain their child's death. In-depth interviews and questionnaires were used to gather data from 145 parents of children, treated for cancer or blood disorders at a large urban pediatric hospital, who died during 1975-79. Results showed that religious commitment is both cause and consequence of adjustment to bereavement in that religion can serve as a source of compensation for the loss of a child. Moreover, the analysis revealed the existence of three specific types of bereavement theodicies: 1) reunion with the child in an afterlife; 2) the child's death as serving a noble purpose; and 3) the death as a punishment for parental wrong-doing. The implications of these results for understanding the role of religion in the mourning process are discussed."
427;1983;This study examines the relationship between religious affiliation and psychiatric diagnoses in a sample of 7050 patients at a mid-western psychiatric clinic (1977-80). Seven major and thirty-three specific religious groups are compared according to nine major and forty-four specific DSM II psychiatric diagnostic categories. The major finding is that under emotional stress, affiliates of major and specific religious groups tend to experience psychiatric disorder in different ways. Using the top third Chi-square values for both major and specific groups, a psychiatric profile is provided for each religious group in which significantly strong and weak diagnoses are rank ordered.
428;1983;This study examines the utility of a multidimensional scale of formal authority in assessing the relationship of denominational structure and local church activities. The scale is compared with two typologies of formal polity which are often used in studying religious organizations, and is found to have greater predictive power and more potential to discriminate between denominations than either of the typologies. The analysis includes a discussion of how congregational/denominational power relationships might affect local church participation in different sectors of the local interorganizational network.
429;1983;"This study investigates the effects of religious and ethnic identification on the full migration/return-migration cycle. The analysis goes beyond the standard ""push-pull"" migration factors to account for the variables associated with remaining or returning. Data were derived from a multiphase research project including 1) a panel survey of American immigrants in Israel, and 2) interviews with persons seriously considering living in Israel or who had migrated to Israel after 1967 and returned subsequently to the United States. These data, together with data from the 1971 National Jewish Population Survey, confirm previous research findings that the motivation for migration is tied primarily to a strong sense of Jewish religious and ethnic identification and some estrangement from both the American Jewish and the larger communities. However, the decision whether to remain in Israel or return to the United States rests on another complex array of variables which does not include religious identification."
430;1983;Three aspects of Allport's original concept of mature religion appear to be omitted from his later, highly-popular concept of religion as an intrinsic end in itself. These aspects are (a) readiness to face existential questions without reducing their complexity, (b) perception of religious doubts as positive, and (c) openness to future change in one's religious views. Batson and Ventis claim that these three aspects are included in Batson's concept of religion as a quest. Consistent with this claim, evidence is presented which indicates that the quest orientation correlates positively with greater cognitive complexity in dealing with existential concerns, while the intrinsic, end orientation does not.
431;1983;"While there has been much discussion of the decline in institutionalized religion in recent decades, there has been little work on the consequences of such a decline. This study adopts a social integration/regulation perspective that predicts a rise in suicide from the decline in institutionalized religion. Using Cochrane-Orcutt iterative regression procedures, the investigation links the decline of religion, measured in church attendance, with a rise in suicide. The religious factor tends to be more closely associated with suicide than the rate of unemployment, a control taken from one of the dominant paradigms on suicide. The decline in religion was most closely associated with the suicide rate of young adults, the group with the greatest decline in church attendance. To 1978, the analysis suggests that any alleged increase in ""invisible religion"" had not been adequate to offset the effect of the fall in institutionalized religion on suicide. While the fall in church attendance was the most important factor associated with rising suicide rates, the rate of unemployment and military participation were also significant."
432;1984;"A study of forty-five ex-members of three highly controversial new religious movements was conducted in order to assess post-involvement attitudes toward the group. Though much has been written or said about ex-members who later claim to have been victims of ""mind control"" or ""brainwashing,"" a closer investigation of such claims indicates that they are based primarily on accounts by persons exiting with the assistance of deprogramming/exit therapy, or studies that combine accounts of voluntary and deprogrammed persons. This study explores the responses of voluntary defectors (i.e., those who leave without the aid of deprogramming or some comparable therapeutic treatment) and finds a relative absence of brainwashing claims or accusations. Most voluntary defectors say they feel ""wiser for the experience,"" and say they were members by their own choice. Implications of findings are discussed."
433;1984;"Among modern Western religions, Mormon belief is quite distinctive in its inclusion of a Heavenly Mother figure among its divine personages. This paper examines some of the historical and theological background of the Mormon ""Mother in Heaven."" We assess different explanations accounting for this belief and show its logical consistency with other aspects of Mormon doctrine. Further, we look at the politics associated with the Mother In Heaven belief which bear on feminist issues among Mormons. In recent times we find that the existence of a divine female has become a rallying symbol for some Mormon feminists within an incipient ""grass roots"" movement aimed at acquiring greater power and equality within the church. We note how this belief in a female deity has primarily functioned in conservative ways to sustain certain institutional ends rather than feminist concerns. Considering the prospects for change in Mormonism's position on the role of women, we conclude that the presence of a goddess in the pantheon is no guarantee of sexual equality in the real world."
434;1984;By and large, the reaction to the activities and pronouncements of the New Christian Right has been strongly negative. Emerging out of the reaction are various accusations that Evangelical Christianity represents a serious threat to the liberal traditions of democratic tolerance. Few attempts, however, have been made to measure this reaction against empirical evidence. This essay attempts to do just this for an important sub-population within Evangelicalism -- a national sample of students attending Evangelical colleges and seminaries -- those who will represent the lay and professional leadership of Evangelicalism in the coming generation. The broader implications of the Evangelical case are then discussed.
435;1984;Data from a comprehensive survey of the populations of three states were used to estimate a path model that examined the effects of geographic mobility and social integration on church attendance. Results of this analysis suggest geographic mobility inhibits attendance indirectly through disrupting an individual's network of social ties and bonds of community attachment. These results support the widely-accepted integration-disruption hypothesis. Mobility also exerts a modest direct effect on attendance. It is suggested that this relationship requires further examination.
436;1984;Drug use by adolescents is a widespread phenomena in American society and is seen as sufficiently problematic to have generated a great deal of research over the past twenty years. Some of this research has investigated the role of religion in discouraging drug use and has generally found that religious involvement does have a negative effect on the tendency to use alcohol, marijuana and other illicit drugs. Yet many unanswered questions remain and the complexity of the relationship has been largely ignored. This paper is based on interviews with 600 adolescents attending public school in the Atlanta, Georgia area and seeks to examine the relationship between religious involvement and drug/alcohol use. The analysis is conducted within a multivariate context in order to determine the role of religion over against other mechanisms of social control. Findings indicate that even when controlling for other important influences, religion still has a significant effect on alcohol use, drug use and attitudes toward drug use. The importance of religion as a predictor variable, however, varies according to the substance involved, reflecting the degree to which the church speaks alone against the activity or in concert with other sources of social control.
437;1984;"Eight hundred and thirty-six introductory psychology students completed a 15-page questionnaire relating primarily to religious orientation and background. A factor structure and multiple regression analysis previously reported by Hunsberger (1980) in predicting apostasy was essentially confirmed. An expanded analysis indicated that an intellectual orientation and the emphasis placed on religion in the childhood home were the two factors which served as the best predictors of apostate/nonapostate status in a multiple regression analysis. Further descriptive self-report information indicated that respondents perceived ""home"" to be a relatively important influence in their religious development. In particular, respondents reported that their parents, especially the mother, had been influential in affecting their religious orientation."
438;1984;Members of three sectarian groups (Catholic Charismatics, Christian Scientists, and Baha'is) were studied in terms of their perceptions of the number, types and reactions to crises they had experienced. It was hypothesized that ideological and structural differences between groups would result in differential perceptions of and adaptations to crises. It was found that the groups did not differ in the number of crises reported by members. Further, in all but a few cases, definitions of types of crises experienced were a function of member characteristics rather than group affiliation. We found, however, that sectarian differences exert a consistent effect regardless of member characteristics on reactions to crises.
439;1984;"Nunn (1964) presented data to give limited support to the thesis that in order to secure compliance from their children, powerless parents tell them ""God will punish them if they misbehave."" Youths who subscribe to this belief have higher levels of self-blame and greater feeling they should be obedient than youths who do not. Using data from Minnesota children in grades four through eight, we find little support for the hypothesis that it is powerless parents who use this technique. However, like Nunn, we find the belief that ""God punishes youths who are bad"" is positively associated with self-blame and obedience. We introduce an additional variable, i.e., subscribing in general to the image of God as punishing or angry. Using this variable in relation to the belief that ""God punishes youths who are bad"" gives four cells, one of which is the image of God as angry/punishing but rejecting the belief that ""God punishes youths who are bad"" (this combination is one of a malevolent but impersonal God.). Youths subscribing to this combination have the lowest levels of self-blame and feeling of obedience to parents. Our findings agree with Nunn's linkage of parental ""coalition with God"" and the child's benevolent image of God; the malevolent view is linked with a lower level of internalization."
440;1984;Previous research has found that religious involvement is a multidimensional phenomenon. The present study tested this hypothesis by having members of the Mennonite Church complete the 1968 Questionnaire (1968Q) developed and used in the King and Hunt investigations (1972a, 1975.) Factor analysis and confirmatory factor analysis of the 1968Q items resulted in the extraction of seven factors: Personal Faith, Intolerance of Ambiguity: Revised, Orthodoxy, Social Conscience, Knowledge of Religious History, Life Purpose, and Church Involvement. Minimal support was found for the King and Hunt dimensions (1972a, 1975). No overlapping items on the factors and acceptable reliability data were found for the factors.
441;1984;Previous research has neglected an important area of inquiry, the relationship of religiosity and psychological well-being. The present study attempts to rectify this deficiency. It examines this relationship using data from the 1972-1982 NORC General Social Survey (Davis, 1972). Focusing on the issue of race, the sample was broken down into blacks and whites. Religiosity was found to be a better predictor of well-being than previous research had indicated. Religiosity did especially well in predicting the well-being of black men and women.
442;1984;"Religion in Iceland provides the focus for a historical-comparative and participant observation study of the supposed ""irrelevance"" of religion in secular society. The judgment of irrelevance appears to depend largely on a peculiar definitional construct, formed with little immediate connection to the experience of the participants in the system. A situational definition grounded in the participants' understandings of their own actions produces a rather different assessment of the religio-social systems under investigation. When people act in ways they define as religious, religion must be accepted as ""real"" for social-scientific analysis. On this basis judgments of the irrelevance of Scandinavian religion are premature and one-sided, with predefined ""functions"" of religion in society skewing both research and theory."
